seed,regime,placement_rate,ground_truth_fit,search_rounds,applications_per_hire,fill_rate,vacancy_duration,credential_sensitivity,investment_alignment,mean_step_gap_reduction,total_gap_reduction,evidence_conversion,task_acceptance,realized_gain,evidence_opportunity_gap,scenario
1009,R1,0.4583333333333333,0.5919725699582531,2.418181818181818,7.254545454545455,0.9166666666666666,2.9,0.2756310886959704,0.06837606837606838,0.000807890872412681,0.003150774402409456,0.0,0.0,0.010238299184466148,0.09999999999999998,no_discount
1010,R0,0.45,0.5307865658826506,2.2777777777777777,6.833333333333333,0.9,2.8,0.27619264720848735,0.07956989247311828,0.000935513562011921,0.003625115052796194,0.0,0.0,0.010915076813476943,0.06666666666666665,no_discount
1010,R1,0.4,0.5723243244147211,2.3125,6.9375,0.8,3.4,0.27664443613242956,0.08282828282828283,0.0009450066519473808,0.0038981524392829457,0.0,0.0,0.011293647236789923,0.10000000000000003,no_discount
1011,R0,0.4666666666666667,0.5484493665753092,1.8392857142857142,5.517857142857143,0.9333333333333333,2.033333333333333,0.2705970630130205,0.06496519721577726,0.0008303560711613633,0.0029823622222545634,0.0,0.0,0.010059851198387678,0.23333333333333334,no_discount
1011,R1,0.4083333333333333,0.5922240402881644,2.2448979591836733,6.73469387755102,0.8166666666666667,3.3,0.26814778218403185,0.08008213552361396,0.0009727380072938449,0.003947695079600853,0.0,0.0,0.010504624781972529,0.16666666666666669,no_discount
1012,R0,0.4583333333333333,0.5927748735255226,1.8545454545454545,5.5636363636363635,0.9166666666666666,2.4,0.289985289569357,0.09839816933638444,0.0009907310566113735,0.0036079122644930854,0.0,0.0,0.01017184123795464,0.4333333333333333,no_discount
1012,R1,0.43333333333333335,0.6142637870396982,2.269230769230769,6.8076923076923075,0.8666666666666667,3.2333333333333334,0.3165999904218058,0.08649789029535865,0.0008960180172019567,0.003539271167947729,0.0,0.0,0.010119173761021184,0.36666666666666664,no_discount
1013,R0,0.425,0.5870667767260762,1.9607843137254901,5.882352941176471,0.85,2.7666666666666666,0.24309739945509692,0.0755939524838013,0.0009151481977803219,0.003530946796435742,0.0,0.0,0.01026977863029988,0.26666666666666666,no_discount
1013,R1,0.43333333333333335,0.5658492116269118,2.269230769230769,6.8076923076923075,0.8666666666666667,3.1,0.24528817789485374,0.08649789029535865,0.0008373058734284515,0.0033073582000423835,0.0,0.0,0.01008381740653964,0.5333333333333333,no_discount
1014,R0,0.4666666666666667,0.5791640558610115,1.9107142857142858,5.732142857142857,0.9333333333333333,1.9333333333333333,0.2708951438309171,0.0896551724137931,0.0010141631409205842,0.0036763413858371175,0.0,0.0,0.01026406980656173,0.36666666666666664,no_discount
1014,R1,0.43333333333333335,0.5910229729460326,2.326923076923077,6.980769230769231,0.8666666666666667,2.7666666666666666,0.2806789591689112,0.09014675052410902,0.0008675959872087329,0.0034486940491547133,0.0,0.0,0.010118385585797468,0.3333333333333333,no_discount
